drug,MACCS_fp,morgan_512_fp,morgan_1024_fp,pubchem_fp
Quinolones,00000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100000100100010000100100010001000101000000000100000101000001001010000111110,00000000000000000000000000000000000000000000000000000000000000011000000000010000010000000010000000000000000000000000000100000000000000000010000000000000000000000000000000000001000000000000000000000000000100000100001000000000000000000000000000000001000000000000000000000000000000000100000000010000000000000000000000100001000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000001100000000000000001000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000,1101110001100000000111001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000001000000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000011110000000000001000000000000000000000000000000001100000010001000000110011000000000000011000011000000100000101100000000000000000000001000100000000010001001010101001001010000000000001000001000000000000000000010000100000010000000000000100010001000000000000000000001100100110010000000100000100000001000101100000010010001100100011000010000100000000010000110000010010100000000001100100011001001100001110001000010000000000000000000111000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000
Rifampicin,00000000000000000000000000000000000000000000000000101110010000000000000010011011100101100100111111111100010000111101111111111111110101011111111111111111111011111111110,00000000110100110100000000000000010010010000000000001010000100101010000000000110001100000010000000100010000000000000000001000100000000000010000010001000000000000000000000000000000000110010000000010000001000010001110100000000010010001100000000001000001010000010100000000110100000000000110001000001010000000000000000100000000000001100000101000000000001101000100000000000000010001000010000000000000000010110000000100010000011010100000001000000000000001000001010000011000000000000000000010000010000000000000001010100,0000000010010010000000000000000001001000000000000000000000010000100000000000010000010000001000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100001000010010000000001000000010000000000000000101000001010000000001010000000000011000000000001000000000000000010000000000000100000000000000000000010000010000000000000000000100000000000000000000000001000000010000000000000000000000000000000000000000000001000001100000000000000000000000001000000000000000000000000000000010000010100000000000000000000010000000000001010000000100010000000000010001000000000000000100000000000000000000001000100000000000010000010001000000000000000000000000000000000110010000000010000000000000001010000000000000010001000000000001000000000000000100000000100000000000000000001000001000000000000000000000000000000000100000101000000000001101000000000000000000010000000010000000000000000010100000000000010000011010100000001000000000000001000001000000000000000000000000000010000000000000000000001010100,1101110001111100000111111110111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000011110001100000100000000000000000000000000000000000000000000000010010001100000101010000000000000000000000011110000000000001100000001000000000000000000000001101000111001110000110011000000001100000001011001110110000111100000000000110000000001010100000000010101101011111001101011000000000101001001000001000000000000010010100100000000000000001100010001000000000010110110101001100110110000001111001110111001101101101011010110101100111111011011001111001011010001110011111101100000111011101110011111001100001111111101011111100111111111100111011101001000000000000001101001010000000000001101000010000000000001101001000000000000001101001010000000000001101000010000000000000000000000000000000000000000000000000000000000000
Teicoplanin,00000000000000000000000000000000000000000000000000000110010000000000000010000001001010010111100101100101110111110111111011010111110111101111101111110111111111111111110,00010001001111000000100000001110010010010100100001000100000000010010000100000011100000010010000000110000000000000000010100001000100000000010000010010000000000000010001100000000000000111100001010110000010010000111001101010010000010010101000000110101000000010000000000010001001001000010000000000111100101000000100010101000000000101000010001001100000000001000110000010010010000010001010001110100100000110100000100000010100010001000001000100000010100000001000000000101000000000001000000000000011010000000000001010000,0001000100110100000010000000010001000000010010000000000000000001000000000000000010000001001000000001000000000000000001010000000010000000000000001001000000000000001000010000000000000000000000100010000000000000001000000000001000000001010100000001010000000001000000000000000000000100000000000000011000010100000000000010000000000010000001000000100000000000100011000000001000000000000000000001010010000010000000010000000010001000100000100000000000000000000100000000010100000000000100000000000001001000000000000000000000000000000010000000100000001010000010010000000001000100000000000010000100000011100000000000000000100000000000000000000000001000000000000010000010010000000000000000001000000000000000111100000010010000010010000101001101010000000010000100000000100001000000000000000000010001001000000010000000000001100000000000100010001000000000001000000001000100000000000000010000010000010000010001010001100000000000010100000000000010000000000000000000100000010100000000000000000000000000000000000000000000001000000000000001010000,1101110001111100000111111111111110000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011010001101000110100011000001100000000000000000000000000000000000000000000000101010100000000000000000000011110000000100001000000001000000000000000000000001100001111101111000110011000001001110011001000001110100000101100000000000110000000001000100000000010001000011101001000011000000000001000001000001000000000000010000000100101010000000000100010001000100000011000111010001111100010000001111101110111001101111000011110110111001110111011011101111000001010111110011111110110000101011001111110111000000001111111100011111100111111111100111010100000000000000000001100101000000000000001100001001000000000000100000000000000000001100101000000000000001100001001000000000000000000000000000000000000000000000000000000000000
Telithromycin,00000000000000000000000100000000000000000000000000000000010000100110000010110101100101100110010111101100011010111011111011110111010011001111111101111110111111111111110,00000000000000000001000000000010010010000010000010100000100000001001000100000000100001000000010010010000000000000000000001000000000010001011100010000100100000000000000100000000000000010000000001000000000000110000001000010000100000000100001100100001001000000110010000001000000000100000010000000011000100000000000010100100000000010110000001000000000001000000110000010000010000110110110001000000000000000000000000000010000010010010111100000110000000011000000100000001101110000010000000000000000000000000000100010001,0000000000000000000100000000001001001000001000000000000000000000100000000000000010000000000000000000000000000000000000000100000000000000100110000000010010000000000000000000000000000000000000000100000000000011000000000000000000000000010000000000000000100000011001000000100000000010000001000000001000010000000000000010010000000001000000000000000000000100000011000000000000000000001010000000000000000000000000000000000000000000001010110000011000000001000000000000000110010000001000000000000000000000000000010000000100000000000000000000000000000000000000000000000010100000100000000001000100000000000001000000010010010000000000000000000000000000000010000010000010000000000000000000000100000000000000010000000000000000000000100000001000010000100000000000001100100001000000000000000000000000000000000000000000000001000000000000000010000000000000000110000001000000000000000000010000010000010000110100010001000000000000000000000000000010000010010000010000000000000000001000000100000000001010000000000000000000000000000000000000010000,1101110001111100000111111110111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000101100000000000000000000000010110001001000000000000000000000000000000000000000000000000000000000000000000111100000000000000000000000011110000000000000000000001000000000000000000000001101011111001111000110011110000001110011111110011000100101110000110000010110000000001010100000000011101101001111011101111100000000001000001010000000001011010011000100010010101000000000100111011000001000010011100001110100100110001001101101111000111111101100100011011001100100011011111101100000000010000110111010100110000000101101111111001000001001111101101011101100111111001100111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tetracycline,00000000000000000000000000100000000000000000000000100110000000000010000010101000000011100111110101010100010010101100110000100001000101001001111111101111101011111111110,00000001000001010000000000000000010011000000011000000000001000011010000100000000000100000000001000010000000000000000100000000000001000000011100000010000000000000100000000000000000000000001000000000000000000000001001000000000000000000000000000000000001000000000000000001100100010000000100100000001000000000000010010100100000000000000000001000000000000000000100000100100010100000000010000000000000000000000000000000010000000000000000000001000000010010000000000000000100000000000000000000000000001000000000000010000,0000000000000001000000000000000001001100000000100000000000100000100000000000000000000000000000000000000000000000000000000000000000100000000110000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100010001000000010000000000000000000000001000010010000000000000000000000000000000000000010000000010000010000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000010000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000011000000000000000010010000100000000000100000000001000010000000000000000100000000000000000000010000000000000000000000100000000000000000000000001000000000000000000000001001000000000000000000000000000000000000000000000000000000100000000000000000100000001000000000000000010000100000000000000000001000000000000000000000000100000010000000000010000000000000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000010000,1101110001111000000111101100111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000001100000100000010000000000000000000000000000000000000000000000001000000100000000000000000000000000011110000000000001000000001000000000000000000000001101011011001100000110011000000001000011001000000110100000110100000000000010000000001000100000000010101000010101001000010000000000101000001000000000000000000010000000100000000000000000100010001000000000011100111000001000110010000000100100100111001111101000101010010001001100101000010001110000000000000010011111100000000100010000100110011001000001111111111011111110111101111010111010000000000000000000000100000000000000000001100000000000000000001100000000000000000001100000000000000000001100000000000000000000000000000000000000000000000000000000000000000000
Ticarcillin,00000000100100000001000000000000000010000000000100000100000000000010000000100001010101001100100111000000010000101000010011110001000101001101101100101111001011111110110,01000100000000100010000000000000010010001000000000000000000001000001000001000000000000000000000000010000000000000000000000000110101000000010000000000000000000000101000000000000000001000100000000000000000000000000001000000000000000010100000001000000001000010000000000000000000000000000000000000001000000000000100000100000000000001000000001000100000000000000100000100000000000000000010000010100000000000100010100000000000000010000000000000000000000000000000000010000000010000001000000001000000000000000000000010000,0100010000000010001000000000000001001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000011010100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001010000000000000000100001000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000010000010000000000000000000000001010000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000001000000000000000000000000010000000000000000000000000000000000000010000000000000000000000101000000000000000000000100000000000000000000000000001000000000000000000100000001000000000000000000000000000000000000000000000000000001000000000000100000000000000000001000000001000000000000000000100000000000000000000000010000000000000000000100010100000000000000010000000000000000000000000000000000010000000000000001000000000000000000000000000000010000,1101110001111000000111001100111000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000001011000100100000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000000000000110000000000000000000000000011110000001000001000000001000000000000000000000001101001010001100010111011000000001001011001000001001100000111100000000000010000010001000110000000010001000011101001000011000000000000000001100000000100000000110000000001000000100000100100010001000100110011000100000000000100010000000101001100000000111100010100010010101001000011001010001000000000000000010011011110110000000011011100000001000000000101001100000000000000000000000111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tigecycline,00000000000000000000000000100000000000000000000000100110000000000010000010101001101011100111110101011100110010111100110000100001000111011001111111101111111111111111110,00000001000001000000000000000100010011000110011000000000001000010010000000000000100000000101001000000000000000000010000000000000101000000011101000010000000000001100110000000000000000000011000000000000101000000001000000000000000000010000000000010000000000000000000000001000100010001000000000000001010000000000010010100100000000000010000001000000000010000000100001110100010100000000010000000000100001000010000000001010101000000001000000000000000000000000000000000000100000000000000000100000000001000000000000010000,0000000000000000000000000000000001001100010000100000000000100000000000000000000010000000010000000000000000000000001000000000000010100000000110100001000000000000110001000000000000000000000000000000000010100000000000000000000000000001000000000001000000000000000000000000100010001000000000000000000001000000000001000010010000000000000000000000000000001000000010000100010000010000000000000000000010000100001000000000000010100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000100000000000010011000000000000000010010000000000000000000000001001000000000000000000000000000000000000000000010000000000000000000000100100000000000000000000011000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000010000100000000000010000001000000000000000000000000110000010000000000010000000000000000000000000000001010000000000000000000000000000000000000000000000000100000000000000000100000000001000000000000010000,1101110001111100000111101110111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000001100000100000010000000000000000000000000000000000000000000000001000000100000000000000000000000000011110000000000001000000001000000000000000000000001101111011001100000110011000000001000011001011000110100000111100000000000010000000001000100000000010101001010101001001010000000000101000001000000000000000000010000100100010000000000000000010001000100000011100110101101100110010000000101101100111001111101101101011010000111100111001010001110000000010000110011111110100000100011101100111011001000001111011111011001110111100001010111010001000010000000000000101000000000001000001101000010000000000001101000010000000000001101000000000001000001101000010000000000000000000000000000000000000000000000000000000000000
Tobramycin,00000000000000000000000000000000000000000000000000000110010000000000000010000000101010000111000101101000100001010000000010010011010111000111101101100011110111110101110,00000000000100000000010000000000000100000000000000000100000000000000000000000000100010000000000000100000000000000000100000000000000000000000100010010000000000000000000000000000000000010000000100000000000000000010100000000010001010000100000010000000000000000000000000001000000000000000000000100001100100000000000000000000000000000000000001000000000000000000010100000000000000000000000101000000000000000000000000000010000010000000000000000000010000000000000000000001000001000000000000000000100010000000000000010000,0000000000010000000000000000000000010000000000000000010000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000001010000000001000100000010000001000000000000000000000000000100000000000000000000010000000010000000000000000000000000000000000000100000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000100010000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000001000000000000000000010000000000000000000000000101000000000000000000000000000010000010000000000000000000010000000000000000000000000001000000000000000000000000000000000000010000,1101110001111100000111101110111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011010001001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000001000000001000000000000000000000001000001111001111000110000000000001110000000000001000000000000100000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001001100010000000000100000000011000000000000000010001101000000000000000000011100010000000000000000011100000000000000011111000001110000000011010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001010000001000000000001010000000000000000000000000000000000000000000000000000000000000
Vancomycin,00000000000000000000000000000000000000000000000000000110010000000010000010100001101010010111110101100101110111111101110011010111000111101101111111100111111111111111110,01010000001110000000100000000000010010010000100001000100100001011010000101000000100000000010001000100000000000000001000000000000100000000010100010010001010001000000101110000001000000010000001000000000010010000111011001000010100110000100000000100001001000010000000000011000001000000001011000000001000101000000100110101000100000000000011001000000000000001100110100110010010100000001110001010100000000100101001100010010000000001000000000010000010000000001000001100001000000000010000000000100001010000100000100010000,0101000000110000000000000000000001001000000010000000000000000001000000000000000010000000001000000000000000000000000100000000000010000000000010000001000000000100000010010000000000000000000000100000000000000000001000000000001000000000010000000010000000100001000000000000100000000000000101000000000000010100000000000010000010000000000001000000000000000000110011000000001000000000000010000001010000000010000100110000000000000000100000000001000000000000000100000110000100000000001000000000010000001000000000010000000000000000000010000000100000000000000010010000000001000100100001001010000101000000000000000000001000100000000000000000000000000000000000000010000010010001010000000000001110000001000000010000000000000000010010000111011001000000100110000100000000100001000000000000000000010000001000000000001000000001000000000000100110101000000000000000001001000000000000001000010100110000010100000001010001000000000000000100000000010010000000000000000000000000010000000000000000100001000000000000000000000000001010000100000000010000,1101110001111100000111111111111110000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011010001101000110000011000001100000000000000000000000000000000000000000000000101010100000000000000000000011110000000100001000000001000000000000000000000001101101111101111000110011000001001110011001000001110100000101100000000000110000000001000100000000010001000011101001000011000000000001000001000001000000000000010000000100101010000000000100010001000100000011000111010001111100010000001111101110111001111111000011111110111001110111011011001111000001010101110011111110110000101011001111110111000000001111111110111111100111111111100111010100000000000000000001100101000000000000001100001001000000000000100000000000000000001100101000000000000001100001001000000000000000000000000000000000000000000000000000000000000
Voriconazole,00000000100100000000000010000100110010100001010111000000000100101101010100011111110101001101111111110110011001111010010111111111001101011111101101101111011111111111110,00100100000000100000001000000001110000011000000001000000000000000000000000000000100000000000000000000000000000000000110000100000100000001010010000000001000000100101000000000000000100010010000010100000001110010000011000100000000000000100000011110000100001010000000100000000000000001000100000000111000001101000000000100001010000000000000001000000100100000000100000000000000000000010010001110000000000000000000000000010010000010001100100010000100000000000001000000001000010100000000000001011000100011000000000010000,0000010000000010000000000000000001000001000000000000000000000000000000000000000010000000000000000000000000000000000010000010000010000000100000000000000000000000000000000000000000000000001000001010000000100000000000100000000000000000010000001011000000000001000000010000000000000000000010000000011000000000000000000010000000000000000000000000000000000000000010000000000000000000001000000101000000000000000000000000000001000000000100010000000010000000000000100000000100000010000000000000101000000001100000000000000000100000000000000000001000000001100000001000000001000000000000000000000000000000000000000000000000000000000000000000010000000000000000000010010000000001000000100101000000000000000100010010000000000000000110010000011000100000000000000000000001000000100001000000000000000000000000001000000000000001000001101000000000000001010000000000000001000000100100000000000000000000000000000000010000100000000000000000000000000010000000010000100000010000000000000000000000000000000010000000000000000011000100000000000000010000,1101110001111000000111101111111100000000100111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000001011000101100000000000000000000000010110001000000000000000000000000000000000000000001000000000000000000000000000111111000000000000000000000011110000001000001010011001000001000000000000000001100001010001110010111011111000001101011111110011001100101111101110000010000000110001010110001000011001101111111011101111100100000001000001011110001101010010111000100001010101110010000100111011000101101011011100001100100110110001000101001101100111010101110000011010001101100011001010000110000000010000110000010010110000000101111100011001001000001100001000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
